	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MYO9A	8.70835670448755e-103	0.280705415579353	0.293	0.112	2.1266677908029e-98	Alveolar cells type 1	MYO9A
HIP11	1.35338475723579e-102	0.280914654678163	0.269	0.098	3.30510091564551e-98	Alveolar cells type 1	HIP1
CAPNS1	2.54317800943425e-102	0.431266773116022	0.731	0.539	6.21069501683939e-98	Alveolar cells type 1	CAPNS1
TRAM1	1.30986578709959e-101	0.522168690664169	0.57	0.385	3.19882323867591e-97	Alveolar cells type 1	TRAM1
JADE11	3.12363326196859e-101	0.304943260621062	0.303	0.12	7.62822478905349e-97	Alveolar cells type 1	JADE1
PGM1	1.5218670409387e-98	0.343175362908733	0.313	0.131	3.71655150067641e-94	Alveolar cells type 1	PGM1
CALCOCO1	1.62438560887526e-98	0.341041035762016	0.367	0.17	3.96691209543426e-94	Alveolar cells type 1	CALCOCO1
DYNC1LI21	9.15368214153674e-98	0.399597157660568	0.436	0.23	2.23542071578469e-93	Alveolar cells type 1	DYNC1LI2
AK3	7.57881405851143e-97	0.325453611441828	0.359	0.164	1.85082218122908e-92	Alveolar cells type 1	AK3
CTDSP21	1.08640994098556e-95	0.375674748883537	0.446	0.236	2.65312171688083e-91	Alveolar cells type 1	CTDSP2
SIK2	1.44325303956923e-95	0.256469087163182	0.264	0.099	3.52456824793203e-91	Alveolar cells type 1	SIK2
ASAH11	5.97960248516974e-95	0.39549753286017	0.871	0.671	1.4602787229033e-90	Alveolar cells type 1	ASAH1
LPCAT11	1.53794752176443e-94	0.310419242564033	0.487	0.244	3.75582164290092e-90	Alveolar cells type 1	LPCAT1
SERINC13	1.50248681129837e-93	0.447237480156242	0.611	0.426	3.66922304187176e-89	Alveolar cells type 1	SERINC1
RNF1452	2.81566845162003e-93	0.314540153076171	0.476	0.246	6.87614392570128e-89	Alveolar cells type 1	RNF145
CAT1	2.17503343682945e-92	0.461661195918527	0.488	0.303	5.3116491560812e-88	Alveolar cells type 1	CAT
IFT572	3.56441607424608e-92	0.254325703420894	0.357	0.155	8.70466049491635e-88	Alveolar cells type 1	IFT57
TOR1AIP2	6.24811441293832e-92	0.28254183403313	0.329	0.144	1.52585202078367e-87	Alveolar cells type 1	TOR1AIP2
TMEM1091	9.19600489996463e-92	0.320388214952298	0.38	0.183	2.24575635662036e-87	Alveolar cells type 1	TMEM109
HDAC71	2.42167672485253e-90	0.256109281615951	0.318	0.134	5.91397672976237e-86	Alveolar cells type 1	HDAC7
TM9SF21	5.48605930959075e-90	0.437462932127532	0.576	0.388	1.33975054399516e-85	Alveolar cells type 1	TM9SF2
STOM2	3.38551859014094e-89	0.402522942927325	0.656	0.444	8.2677749489832e-85	Alveolar cells type 1	STOM
SLC44A21	3.55561426356793e-88	0.318672389069501	0.394	0.196	8.68316559305923e-84	Alveolar cells type 1	SLC44A2
WNK1	4.09629431326915e-86	0.48641477688206	0.508	0.324	1.00035603424346e-81	Alveolar cells type 1	WNK1
BMPR21	5.49449012091948e-85	0.262305738568245	0.322	0.142	1.34180943242975e-80	Alveolar cells type 1	BMPR2
TCEAL92	1.11117356566551e-84	0.340131483472719	0.368	0.181	2.71359696471174e-80	Alveolar cells type 1	TCEAL9
QKI2	2.26511848851179e-84	0.420862629714492	0.508	0.323	5.53164586079463e-80	Alveolar cells type 1	QKI
INSR2	9.11284729216035e-84	0.293430110450691	0.306	0.134	2.22544843721848e-79	Alveolar cells type 1	INSR
PTPRE1	1.32534510685439e-81	0.269844629074188	0.381	0.183	3.2366252854491e-77	Alveolar cells type 1	PTPRE
CTGF4	1.45631509271583e-81	0.425753283630659	0.293	0.12	3.55646708792132e-77	Alveolar cells type 1	CTGF
STT3B	2.55057270462639e-81	0.365103172189188	0.438	0.25	6.2287536019681e-77	Alveolar cells type 1	STT3B
PPP2CB1	1.10780576244675e-80	0.350245807040601	0.412	0.226	2.70537245247121e-76	Alveolar cells type 1	PPP2CB
PRDX11	1.83593261911065e-79	0.335901953747538	0.871	0.674	4.48353104913011e-75	Alveolar cells type 1	PRDX1
LPP1	2.89870840250897e-78	0.264927093749541	0.309	0.138	7.07893578976715e-74	Alveolar cells type 1	LPP
GLCCI1	8.57972826945213e-78	0.254635231032032	0.28	0.119	2.0952554406829e-73	Alveolar cells type 1	GLCCI1
HEBP1	5.42288924188169e-77	0.250771847968694	0.29	0.13	1.32432378175993e-72	Alveolar cells type 1	HEBP1
ID33	2.94929475797188e-76	0.314970702138313	0.373	0.184	7.20247272844314e-72	Alveolar cells type 1	ID3
EID13	5.82954032371822e-76	0.400041365637302	0.532	0.361	1.42363204245523e-71	Alveolar cells type 1	EID1
RAB14	8.74024684717889e-76	0.36612783371286	0.44	0.261	2.13445568254956e-71	Alveolar cells type 1	RAB14
MEGF9	4.74075925906888e-74	0.379648423313083	0.377	0.204	1.15774081865721e-69	Alveolar cells type 1	MEGF9
PTPN1	6.09550198929687e-74	0.404435266180635	0.447	0.272	1.48858254080619e-69	Alveolar cells type 1	PTPN1
CLPTM1L	7.42343653687727e-74	0.346603763801682	0.403	0.229	1.8128774366708e-69	Alveolar cells type 1	CLPTM1L
HCFC1R1	7.43419186307163e-73	0.293834337063126	0.328	0.163	1.81550399488072e-68	Alveolar cells type 1	HCFC1R1
MTCH1	7.73890248845616e-73	0.42133856550311	0.541	0.391	1.88991737670588e-68	Alveolar cells type 1	MTCH1
PPDPF2	8.35462277896922e-73	0.39902191317614	0.513	0.342	2.04028242885207e-68	Alveolar cells type 1	PPDPF
NFIC4	1.18201702740496e-72	0.360487112825087	0.475	0.287	2.88660378262565e-68	Alveolar cells type 1	NFIC
CCNY	1.41030124708651e-72	0.307092779137637	0.356	0.184	3.44409667550998e-68	Alveolar cells type 1	CCNY
WWTR13	5.04298847799918e-72	0.263994464450795	0.296	0.134	1.23154821621218e-67	Alveolar cells type 1	WWTR1
ASPH1	6.78879287565229e-72	0.251799898402832	0.334	0.162	1.65789110816305e-67	Alveolar cells type 1	ASPH
MPZL21	2.96172008018628e-71	0.26270030396117	0.317	0.15	7.23281660782293e-67	Alveolar cells type 1	MPZL2
ZBTB4	2.24115226796932e-68	0.329578088392933	0.394	0.221	5.47311795360787e-64	Alveolar cells type 1	ZBTB4
SEPT22	8.12005419631447e-68	0.364267892517494	0.592	0.437	1.98299843528196e-63	Alveolar cells type 1	SEPT2
CHMP3	2.0197622043913e-66	0.400079680254869	0.44	0.283	4.93246127934398e-62	Alveolar cells type 1	CHMP3
COMT1	4.81510722192522e-66	0.299707784001233	0.715	0.494	1.17589733466636e-61	Alveolar cells type 1	COMT
ZFHX31	1.33910656873708e-65	0.254097430312274	0.296	0.141	3.27023215151283e-61	Alveolar cells type 1	ZFHX3
FBXO7	4.6341468037696e-64	0.318574193465944	0.41	0.245	1.13170499094857e-59	Alveolar cells type 1	FBXO7
ERRFI12	1.19249557673997e-63	0.343213690589084	0.399	0.216	2.91219344795668e-59	Alveolar cells type 1	ERRFI1
SELENOW2	4.97757747374648e-62	0.343192958104021	0.492	0.327	1.21557419486363e-57	Alveolar cells type 1	SELENOW
TUBA1A2	6.05029389415659e-62	0.251371556084499	0.635	0.429	1.47754227189198e-57	Alveolar cells type 1	TUBA1A
ADI11	6.51877160049287e-61	0.260935622738624	0.338	0.18	1.59194921255636e-56	Alveolar cells type 1	ADI1
LGALS8	3.26982115469447e-59	0.269142413879978	0.343	0.187	7.98523024187935e-55	Alveolar cells type 1	LGALS8
SREBF21	5.56251857699553e-58	0.295274250182238	0.394	0.232	1.35842266168808e-53	Alveolar cells type 1	SREBF2
PAPSS12	7.60802440391158e-58	0.311601976643579	0.399	0.241	1.85795563967925e-53	Alveolar cells type 1	PAPSS1
BRI31	4.91181191506601e-57	0.304434684953954	0.776	0.58	1.19951358777827e-52	Alveolar cells type 1	BRI3
RTL8C1	1.44261202777346e-56	0.269909641579604	0.339	0.189	3.52300283302557e-52	Alveolar cells type 1	RTL8C
SYPL11	6.06968736631025e-56	0.260997598967014	0.365	0.208	1.48227835172663e-51	Alveolar cells type 1	SYPL1
LEPROT3	2.74794268047257e-55	0.358745608580667	0.478	0.337	6.71075081998207e-51	Alveolar cells type 1	LEPROT
EI241	7.16793102626634e-55	0.275140511078669	0.35	0.199	1.7504804359245e-50	Alveolar cells type 1	EI24
PRDX62	7.73848278784223e-55	0.320102582285986	0.485	0.335	1.88981488161895e-50	Alveolar cells type 1	PRDX6
TSPAN32	9.23293378371901e-55	0.27505945992358	0.581	0.4	2.25477475932202e-50	Alveolar cells type 1	TSPAN3
RTN31	2.1326614676141e-54	0.322323867478354	0.67	0.51	5.20817257006039e-50	Alveolar cells type 1	RTN3
C6orf106	2.31739298942553e-54	0.264484791324783	0.31	0.167	5.6593054194761e-50	Alveolar cells type 1	C6orf106
IFITM33	7.07062359475997e-54	0.259640389458653	0.541	0.361	1.72671698807633e-49	Alveolar cells type 1	IFITM3
CELF22	7.43691531197035e-54	0.303585516772869	0.633	0.457	1.81616908833628e-49	Alveolar cells type 1	CELF2
HINT11	2.69324165547033e-53	0.28749000973443	0.699	0.545	6.5771654468241e-49	Alveolar cells type 1	HINT1
VAMP21	3.39667409008068e-53	0.340670811286755	0.524	0.375	8.29501779538602e-49	Alveolar cells type 1	VAMP2
LY6E1	9.39615253973753e-53	0.295206543706689	0.593	0.392	2.2946344117293e-48	Alveolar cells type 1	LY6E
ADD12	2.44921082480976e-52	0.305974641519698	0.44	0.289	5.98121775526791e-48	Alveolar cells type 1	ADD1
RHOA1	1.84925521868023e-50	0.275161697359781	0.945	0.879	4.516066169539e-46	Alveolar cells type 1	RHOA
MAP7D1	9.99428163917015e-49	0.308303035966964	0.399	0.26	2.44070351910174e-44	Alveolar cells type 1	MAP7D1
RAB2A	4.82238332310754e-48	0.320829534917476	0.455	0.323	1.17767423133609e-43	Alveolar cells type 1	RAB2A
SUSD6	7.77198172362204e-48	0.2749756767238	0.358	0.215	1.89799565672574e-43	Alveolar cells type 1	SUSD6
MAP42	1.18292295166287e-47	0.299257935623325	0.367	0.232	2.88881614025589e-43	Alveolar cells type 1	MAP4
CFLAR2	1.32363533131531e-47	0.302857715720335	0.561	0.403	3.23244984260512e-43	Alveolar cells type 1	CFLAR
B3GNT7	1.35806769801487e-47	0.29592716460274	0.326	0.191	3.31653712532212e-43	Alveolar cells type 1	B3GNT7
PARP14	6.52345009344142e-46	0.313686220331657	0.391	0.254	1.59309174731933e-41	Alveolar cells type 1	PARP14
KIF5B	6.70953582742639e-46	0.307384147219205	0.595	0.457	1.6385357444158e-41	Alveolar cells type 1	KIF5B
CAPN1	1.12634992094426e-45	0.254955010194912	0.4	0.261	2.75065914193798e-41	Alveolar cells type 1	CAPN1
LRRFIP1	1.36558839886616e-45	0.275418432024428	0.793	0.657	3.33490342887105e-41	Alveolar cells type 1	LRRFIP1
ARF1	1.71127019970973e-45	0.256634961701588	0.89	0.792	4.17909295471114e-41	Alveolar cells type 1	ARF1
HSD17B11	2.72677568098887e-44	0.378297109685662	0.433	0.314	6.65905889054292e-40	Alveolar cells type 1	HSD17B11
TACC12	1.8331210758636e-42	0.266118474686426	0.465	0.321	4.47666497936651e-38	Alveolar cells type 1	TACC1
NORAD1	6.72611900177744e-42	0.295478555974942	0.429	0.303	1.64258552142407e-37	Alveolar cells type 1	NORAD
MKNK2	1.53268369389185e-40	0.278567026503129	0.442	0.305	3.74296684885328e-36	Alveolar cells type 1	MKNK2
TMEM9B	3.33268675232894e-40	0.273792527925756	0.38	0.254	8.13875431786251e-36	Alveolar cells type 1	TMEM9B
CNN2	5.47302117128224e-39	0.25993375728324	0.429	0.296	1.33656650023883e-34	Alveolar cells type 1	CNN2
WIPF21	3.17956040198702e-38	0.265128851635589	0.364	0.236	7.76480445769251e-34	Alveolar cells type 1	WIPF2
P4HB	9.13271079338884e-37	0.274164709181725	0.522	0.411	2.23029930285349e-32	Alveolar cells type 1	P4HB
PLP2	4.35264906019044e-36	0.267112955873301	0.434	0.308	1.06296042698911e-31	Alveolar cells type 1	PLP2
TUBB	7.02178830597486e-33	0.263919319245607	0.455	0.345	1.71479092220212e-28	Alveolar cells type 1	TUBB
CYB5R32	2.38953994259006e-31	0.269835290654528	0.479	0.381	5.83549549379919e-27	Alveolar cells type 1	CYB5R3
DYNLRB11	4.89174709399839e-31	0.25299680837176	0.418	0.317	1.19461355782535e-26	Alveolar cells type 1	DYNLRB1
RNH11	1.2421635792537e-30	0.271874433329919	0.483	0.385	3.03348767689545e-26	Alveolar cells type 1	RNH1
SCAMP2	1.29521711017072e-30	0.270432289939125	0.362	0.258	3.16304970474791e-26	Alveolar cells type 1	SCAMP2
KPNB1	8.77431519969994e-30	0.251741992952187	0.585	0.48	2.14277551491872e-25	Alveolar cells type 1	KPNB1
CLTC	2.27232205294908e-28	0.262202399282129	0.461	0.371	5.54923768550694e-24	Alveolar cells type 1	CLTC
CSDE11	9.23335812995371e-28	0.287570528257811	0.808	0.753	2.254878388916e-23	Alveolar cells type 1	CSDE1
ANXA111	4.42815678812756e-26	0.268737248346301	0.459	0.378	1.08140016922863e-21	Alveolar cells type 1	ANXA11
MALAT12	3.60856805853446e-10	0.300442662284563	0.991	0.981	8.812484055747e-06	Alveolar cells type 1	MALAT1
IGKC	0	5.31518566513436	0.731	0.049	0	Plasma B cells	IGKC
IGHA1	0	4.33114632616951	0.317	0.022	0	Plasma B cells	IGHA1
JCHAIN	0	3.96065443451874	0.599	0.014	0	Plasma B cells	JCHAIN
IGHM	0	3.35442031243733	0.38	0.01	0	Plasma B cells	IGHM
CD79A	0	1.1108107313802	0.55	0.003	0	Plasma B cells	CD79A
IRF4	0	1.10615862797656	0.478	0.034	0	Plasma B cells	IRF4
ITM2C1	0	1.03790851779161	0.496	0.079	0	Plasma B cells	ITM2C
MS4A1	0	1.00051436674323	0.328	0.005	0	Plasma B cells	MS4A1
MZB1	0	0.926453285554456	0.421	0.002	0	Plasma B cells	MZB1
TCF42	0	0.8049820324592	0.48	0.095	0	Plasma B cells	TCF4
SLAMF71	0	0.780161520345581	0.521	0.096	0	Plasma B cells	SLAMF7
LY9	0	0.66819105783628	0.426	0.027	0	Plasma B cells	LY9
CCR7	0	0.636717675838165	0.262	0.02	0	Plasma B cells	CCR7
FAM129C	0	0.62683653284705	0.35	0.001	0	Plasma B cells	FAM129C
SEMA7A	0	0.591853288466022	0.334	0.025	0	Plasma B cells	SEMA7A
POU2AF1	0	0.590245617758159	0.355	0.017	0	Plasma B cells	POU2AF1
SPIB	0	0.574568104301293	0.305	0.006	0	Plasma B cells	SPIB
PLD4	0	0.535414592829515	0.26	0.015	0	Plasma B cells	PLD4
DERL3	0	0.502782031528606	0.331	0.01	0	Plasma B cells	DERL3
BANK1	0	0.47458347290311	0.296	0.022	0	Plasma B cells	BANK1
RALGPS2	0	0.406112584429784	0.276	0.03	0	Plasma B cells	RALGPS2
GNG7	0	0.313642996852299	0.286	0.023	0	Plasma B cells	GNG7
PIM22	2.66266669560188e-281	0.890913602793475	0.677	0.208	6.50249833732936e-277	Plasma B cells	PIM2
MEF2C1	7.81006499909621e-278	0.497800218487803	0.422	0.081	1.90729597342929e-273	Plasma B cells	MEF2C
BCL11A	1.78775873266114e-264	0.352060504300925	0.254	0.032	4.36588560103177e-260	Plasma B cells	BCL11A
HERPUD11	2.69762896833839e-261	1.26016106958291	0.903	0.61	6.58787970357917e-257	Plasma B cells	HERPUD1
SEL1L31	3.124762097338e-236	0.573110036317654	0.512	0.137	7.63098151790913e-232	Plasma B cells	SEL1L3
GPR1831	1.4305711094382e-235	1.55203503190518	0.44	0.102	3.49359770635902e-231	Plasma B cells	GPR183
SELL	1.93844518637616e-228	0.527662906099412	0.334	0.06	4.73387698964923e-224	Plasma B cells	SELL
LTB	4.97497810824321e-207	0.540890207062482	0.335	0.066	1.21493940381407e-202	Plasma B cells	LTB
GRASP2	5.33181629020703e-206	0.474719019606703	0.367	0.078	1.30208285623146e-201	Plasma B cells	GRASP
RUBCN	7.05757912647172e-198	0.487307632581324	0.356	0.079	1.72353139847566e-193	Plasma B cells	RUBCN
SLC7A52	4.14603035459804e-190	1.21471276515442	0.504	0.157	1.01250207289639e-185	Plasma B cells	SLC7A5
EZR3	7.18092404656381e-187	1.19924252937395	0.923	0.745	1.75365346141135e-182	Plasma B cells	EZR
BCL2L111	1.72183499433035e-164	0.72540144478206	0.454	0.144	4.20489323965414e-160	Plasma B cells	BCL2L11
PDE4B1	4.89136832440872e-164	0.527500497989072	0.475	0.143	1.19452105850385e-159	Plasma B cells	PDE4B
POU2F21	1.0875126815426e-160	0.412351726797886	0.308	0.068	2.65581471959519e-156	Plasma B cells	POU2F2
SLC1A4	2.63827456997752e-158	0.378405749194481	0.295	0.065	6.44293032734211e-154	Plasma B cells	SLC1A4
PRKCB2	6.35218713519936e-156	0.50161284267685	0.44	0.133	1.55126762028703e-151	Plasma B cells	PRKCB
DUSP51	6.97843844536098e-154	1.12379299112099	0.62	0.291	1.7042044527416e-149	Plasma B cells	DUSP5
CXCR41	1.38411439218966e-152	0.871316336316739	0.824	0.448	3.38014575716636e-148	Plasma B cells	CXCR4
BIRC31	1.80684183973909e-152	0.772151715075144	0.568	0.219	4.41248845682682e-148	Plasma B cells	BIRC3
ST6GAL11	4.18242046073834e-151	0.42503036005227	0.383	0.106	1.02138890071691e-146	Plasma B cells	ST6GAL1
RPS83	4.10084910235637e-150	0.615927001019556	0.992	0.978	1.00146835928645e-145	Plasma B cells	RPS8
TRAF42	1.71008180299171e-145	0.487649964521007	0.368	0.104	4.17619077108605e-141	Plasma B cells	TRAF4
ATP2A3	9.90300350311041e-144	0.297312742705284	0.351	0.091	2.41841248549459e-139	Plasma B cells	ATP2A3
NFKBID	5.656424663034e-133	0.37112373115428	0.288	0.07	1.38135546695953e-128	Plasma B cells	NFKBID
COBLL11	5.88070334406645e-132	0.287918119992463	0.316	0.081	1.43612656365447e-127	Plasma B cells	COBLL1
PMEPA11	5.93661022845256e-130	0.443568046157399	0.307	0.081	1.4497795838904e-125	Plasma B cells	PMEPA1
JUND2	6.38356163016033e-127	0.624949211185474	0.972	0.956	1.55892958570145e-122	Plasma B cells	JUND
RBM382	1.96770135387391e-126	0.505374546054731	0.385	0.123	4.80532347629548e-122	Plasma B cells	RBM38
SMAP22	6.38846017246374e-125	0.560827143200259	0.665	0.325	1.56012585871737e-120	Plasma B cells	SMAP2
ZNF3312	8.59748697404815e-125	0.813840396032094	0.521	0.213	2.0995922939323e-120	Plasma B cells	ZNF331
IRF7	1.15134621767816e-124	0.710398278222285	0.378	0.127	2.81170259819183e-120	Plasma B cells	IRF7
YPEL51	2.14881227375774e-123	0.809696141168174	0.734	0.465	5.24761445374378e-119	Plasma B cells	YPEL5
NR4A32	1.30636124051119e-121	1.19421478761829	0.525	0.231	3.19026478545238e-117	Plasma B cells	NR4A3
UBE2J1	1.77243413924041e-121	0.471566942948301	0.464	0.179	4.32846141143901e-117	Plasma B cells	UBE2J1
HSP90B1	1.04188294950053e-118	1.04436305538417	0.878	0.81	2.54438235097524e-114	Plasma B cells	HSP90B1
ISG20	4.39049412269004e-114	0.301706472315916	0.362	0.111	1.07220256970214e-109	Plasma B cells	ISG20
IRF81	6.48074204377057e-114	1.07149397220372	0.471	0.212	1.58266201450921e-109	Plasma B cells	IRF8
RPS232	9.94964609766e-114	0.547965987502789	0.987	0.97	2.42980307350955e-109	Plasma B cells	RPS23
SSR41	2.08739234927702e-113	0.926362326716112	0.551	0.273	5.09762085616942e-109	Plasma B cells	SSR4
USP361	5.76610477937761e-112	0.486118460571873	0.402	0.141	1.40814044817181e-107	Plasma B cells	USP36
RPS52	4.87278991829294e-111	0.495312360939177	0.957	0.903	1.18998402594632e-106	Plasma B cells	RPS5
EEF1B22	1.78883988363371e-110	0.520157627455095	0.849	0.637	4.36852587982188e-106	Plasma B cells	EEF1B2
CYB561A3	3.90666928043144e-110	0.345267223288771	0.266	0.071	9.54047704974163e-106	Plasma B cells	CYB561A3
LPIN1	2.23033631571219e-108	0.390546032593579	0.363	0.12	5.44670431660073e-104	Plasma B cells	LPIN1
JMY1	3.17524213905112e-108	0.517165529720577	0.378	0.128	7.75425882777675e-104	Plasma B cells	JMY
RPS112	4.60459145515365e-108	0.507053894428465	0.966	0.926	1.12448727926307e-103	Plasma B cells	RPS11
KDM6B1	3.35768905591844e-102	0.659651061956272	0.607	0.323	8.19981244345841e-98	Plasma B cells	KDM6B
HYOU1	4.12134077926394e-102	0.453370969859181	0.424	0.168	1.00647263170405e-97	Plasma B cells	HYOU1
RASSF21	1.10887465877064e-101	0.271676992018548	0.286	0.081	2.70798280418378e-97	Plasma B cells	RASSF2
GNL3	5.51501280195615e-96	0.419517890783371	0.439	0.178	1.34682127636571e-91	Plasma B cells	GNL3
RGS12	3.41576139485835e-94	0.644473081087887	0.475	0.192	8.34163090238359e-90	Plasma B cells	RGS1
RHOH1	4.56786577750781e-94	0.296921626523351	0.321	0.101	1.11551850152518e-89	Plasma B cells	RHOH
HSP90AA12	2.53083086919237e-93	0.677966439043137	0.981	0.995	6.18054206565468e-89	Plasma B cells	HSP90AA1
EIF2AK4	6.07460941613473e-93	0.260024885314379	0.297	0.092	1.48348036551426e-88	Plasma B cells	EIF2AK4
CREM2	5.25392645320679e-91	0.827390321985708	0.482	0.227	1.28306137913763e-86	Plasma B cells	CREM
MALT1	8.1808100700682e-91	0.27321373585897	0.289	0.089	1.99783562721136e-86	Plasma B cells	MALT1
EDEM1	1.73603835188784e-90	0.327340888303081	0.372	0.138	4.23957925914528e-86	Plasma B cells	EDEM1
PLP21	2.38440586897309e-88	0.538780549575205	0.567	0.307	5.82295757261919e-84	Plasma B cells	PLP2
RPL310	1.05106197072425e-87	0.416429226545473	0.976	0.925	2.5667984387057e-83	Plasma B cells	RPL3
RPL13A1	1.23038836465419e-87	0.444204792287633	0.973	0.935	3.004731425322e-83	Plasma B cells	RPL13A
RPS64	9.08783438232322e-86	0.426230230166471	0.996	0.99	2.21934003450715e-81	Plasma B cells	RPS6
RPS182	1.49407559084505e-85	0.460048124322073	0.981	0.956	3.6486820004027e-81	Plasma B cells	RPS18
PPM1K	5.1527426287629e-85	0.383201303251771	0.409	0.167	1.25835127737019e-80	Plasma B cells	PPM1K
ANKRD372	3.90097043186584e-81	0.434183141924565	0.454	0.2	9.52655989165956e-77	Plasma B cells	ANKRD37
LDLRAD4	2.31506737142181e-80	0.389114589259614	0.252	0.079	5.6536260277492e-76	Plasma B cells	LDLRAD4
OGT	2.10786959110672e-79	0.277011365881912	0.334	0.121	5.14762832844172e-75	Plasma B cells	OGT
RPS291	1.42342181188864e-78	0.395539013064946	0.998	0.991	3.47613840681326e-74	Plasma B cells	RPS29
SEPT6	1.26128736283697e-77	0.300425722832032	0.386	0.156	3.08018986878418e-73	Plasma B cells	SEPT6
UBALD2	3.22623829045715e-77	0.378752937925471	0.449	0.208	7.87879652912541e-73	Plasma B cells	UBALD2
SERPINB91	1.85686110888732e-76	0.500231720736247	0.437	0.191	4.53464051401371e-72	Plasma B cells	SERPINB9
ELL22	4.04516728885561e-76	0.401862413090415	0.511	0.253	9.8787030361143e-72	Plasma B cells	ELL2
SH2B31	6.44553684585573e-76	0.393587188725223	0.357	0.148	1.57406455312643e-71	Plasma B cells	SH2B3
RPLP13	1.48353685757381e-75	0.374261201133054	0.985	0.924	3.62294535988101e-71	Plasma B cells	RPLP1
CREB3L2	8.15755821078448e-75	0.349741882882695	0.334	0.132	1.99215729065568e-70	Plasma B cells	CREB3L2
DDX211	1.06606207965636e-74	0.63915016278614	0.636	0.426	2.60343020472879e-70	Plasma B cells	DDX21
NOP58	2.55861034747518e-73	0.459513448855936	0.493	0.254	6.24838232956913e-69	Plasma B cells	NOP58
RPLP02	4.71708552647066e-73	0.392692601612523	0.839	0.665	1.1519594564194e-68	Plasma B cells	RPLP0
